,name,header,image,bio
1491,Leon Kelly,Leon Kelly,/wiki/File:LK_ptg_Mexican_President.jpg,"[""Leon Kelly (October 21, 1901 – June 28, 1982) was an American artist born in Philadelphia, PA. He is most well known for his contributions to American Surrealism, but his work also encompassed styles such as Cubism, Social Realism, and Abstraction.  Reclusive by nature, a character trait that became more exaggerated in the 1940s and later, Kelly's work reflects his determination  not to be limited by the trends of his time.  His large output of paintings is complemented by a prolific number of drawings that span his career of 50 years.  Some of the collections where his work is represented are:  The Metropolitan Museum in New York, The Whitney Museum of American Art, the Museum of Modern Art, the Philadelphia Museum of Art, and Boston Public Library.\n""]"
1492,Richard Anuszkiewicz,Richard Anuszkiewicz,/wiki/File:Hungary_pecs_-_vasarely0.jpg,"['Richard Anuszkiewicz (/ˌɑːnəsˈkeɪvɪtʃ/; born May 23, 1930) is an American painter, printmaker, and sculptor.[2]\n']"
1493,Stanley Spencer,Stanley Spencer,/wiki/File:StanleySpencer1959.jpg,"['Sir Stanley Spencer, CBE RA (30 June 1891 – 14 December 1959) was an English painter. Shortly after leaving the Slade School of Art, Spencer became well known for his paintings depicting Biblical scenes occurring as if in Cookham, the small village beside the River Thames where he was born and spent much of his life. Spencer referred to Cookham as ""a village in Heaven"" and in his biblical scenes, fellow-villagers are shown as their Gospel counterparts. Spencer was skilled at organising multi-figure compositions such as in his large paintings for the Sandham Memorial Chapel and the Shipbuilding on the Clyde series, the former being a First World War memorial while the latter was a commission for the War Artists\' Advisory Committee during the Second World War.\n']"
1494,Michael Andrews,Michael Andrews,/wiki/File:Disambig_gray.svg,['Michael Andrews may refer to:\n']
1495,Duncan Grant,Duncan Grant,"/wiki/File:Grant,_Self_Portrait.jpg","['Duncan James Corrowr Grant (21 January 1885 – 8 May 1978) was a British painter and designer of textiles, pottery, theatre sets and costumes. He was a member of the Bloomsbury Group.\n']"
1496,Joan Snyder,Joan Snyder,unfound,"['Joan Snyder, (born April 16, 1940), is an American painter from New York. She is a MacArthur Fellow, a Guggenheim Fellow, and a National Endowment for the Arts Fellow.\n']"
1497,Stephen Buckley,Stephen Buckley,/wiki/File:Sherrin-transparent.png,"['Stephen Buckley (born 23 April 1959) is a former Australian rules footballer who played with Carlton and North Melbourne in the Victorian Football League (VFL).[1] His father, Brian Buckley, and brother, Mark Buckley, also played in the VFL.\n']"
1498,Doug Ohlson,Doug Ohlson,unfound,"['Douglas Dean Ohlson (November 18, 1936 – June 29, 2010) was an American abstract artist who specialized in geometric patterns.\n']"
1499,Dimitrie Berea,Dimitrie Berea,/wiki/File:Wiktionary-logo-v2.svg,['Other reasons this message may be displayed:\n']
1500,Mervin Honig,Mervin Honig,/wiki/File:Wiktionary-logo-v2.svg,['Other reasons this message may be displayed:\n']
1501,Samuel Halpert,Samuel Halpert,/wiki/File:WLA_brooklynmuseum_View_of_Brooklyn_Bridge.jpg,"['Samuel Halpert (1884 in Białystok, Russia – 1930 in Detroit, Michigan) was an American painter. \n']"
1502,Bill Jensen,Bill Jensen,"/wiki/File:Bill_Jensen,_%22The_Five,_The_Seven_(The_Scream)%22.jpg",['Bill Jensen (born 1945) is an American abstract painter.\n']
1503,Luise Kaish,Luise Kaish,/wiki/File:Wiktionary-logo-v2.svg,['Other reasons this message may be displayed:\n']
1504,Will Barnet,Will Barnet,/wiki/File:Ordre_des_Arts_et_des_Lettres_Chevalier_ribbon.svg,"['Will Barnet (May 25, 1911\xa0– November 13, 2012)[1][2] was an American artist known for his paintings, watercolors, drawings, and prints depicting the human figure and animals, both in casual scenes of daily life and in transcendent dreamlike worlds.\n']"
1505,Stuart Davis,Stuart Davis,/wiki/File:Disambig_gray.svg,['Stuart Davis or Stewart or Davies may refer to:\n']
1506,Alice Neel,Alice Neel,/wiki/File:Alice_Neel_portrait_by_%C2%A9Lynn_Gilbert_1976.jpg,"['Alice Neel (January 28, 1900 – October 13, 1984) was an American visual artist, who was known for her portraits depicting friends, family, lovers, poets, artists, and strangers. Her paintings have an expressionistic use of line and color, psychological acumen, and emotional intensity. Neel was called ""one of the greatest portrait artists of the 20th century"" by Barry Walker, curator of modern and contemporary art at the Museum of Fine Arts, Houston, which organized a retrospective of her work in 2010.[1]\n']"
1507,Margo Hoff,Margo Hoff,unfound,['Margo Hoff (14 June 1910 – 17 August 2008) was an American painter.[1]\n']
1508,Edda Renouf,Edda Renouf,unfound,['Edda Renouf (born 1943) is an American painter and printmaker.[1]\n']
1509,Morris Shulman,Morris Shulman,/wiki/File:Wiktionary-logo-v2.svg,['Other reasons this message may be displayed:\n']
1510,Jean Dubuffet,Jean Dubuffet,"/wiki/File:Paolo_Monti_-_Servizio_fotografico_(Italia,_1960)_-_BEIC_6341424.jpg","['Jean Philippe Arthur Dubuffet (31 July 1901 – 12 May 1985) was a French painter and sculptor. His idealistic approach to aesthetics embraced so called ""low art"" and eschewed traditional standards of beauty in favor of what he believed to be a more authentic and humanistic approach to image-making. He is perhaps best known for founding the art movement Art Brut, and for the collection of works—Collection de l\'art brut—that this movement spawned. Dubuffet enjoyed a prolific art career, both in France and in America, and was featured in many exhibitions throughout his lifetime.\n']"
1511,Hananiah Harari,Hananiah Harari,/wiki/File:NormanRockwell.jpeg,"['Hananiah Harari (August 29, 1912 – July 19, 2000) was an American painter and illustrator.\n']"
1512,Werner Drewes,Werner Drewes,/wiki/File:Drewes1938InTheBlueSpace.jpg,"['Werner Drewes (1899–1985) was a painter, printmaker, and art teacher.[1][2] Considered to be one of the founding fathers of American abstraction, he was one of the first artists to introduce concepts of the Bauhaus school within the United States.[3] His mature style encompassed both nonobjective and figurative work and the emotional content of this work was consistently more expressive than formal.[4] Drewes was as highly regarded for his printmaking as for his painting.[1][5] In his role as teacher as well as artist he was largely responsible for bringing the Bauhaus aesthetic to America.[2][6]\n']"
1513,Harry Bowden,Harry Bowden,/wiki/File:1937AbstrYellowArtZone.jpg,"['Harry Bowden (1907–1965) was an abstract painter who lived and worked both in New York and California. He showed in both group and solo exhibitions in Manhattan and San Francisco and was a founding member of American Abstract Artists. He is known both for fully abstract and for representative works, but the latter predominate. He once said a painter should embrace many ideas, symbols, forms, tones, and colors and through metamorphosis make them into a new thing — a painting having a life of its own.[1] Having taken up photography as a mid-career hobby, he became as well known for his photographs as for his easel works.\n']"
1514,Lois Mailou Jones,Lois Mailou Jones,"/wiki/File:Lois_Jones,_artist_and_teacher_-_NARA_-_559227.jpg","[""Loïs Mailou Jones (November 3, 1905 – June 9, 1998)[1] was an influential artist and teacher during her seven-decade career. Jones was one of the most notable figures to attain notoriety for her art while living as a black expatriate in Paris during the 1930s and 1940s.[2] Her career began in textile design before she decided to focus on fine arts. Jones looked towards Africa and the Caribbean and her experiences in life when painting. As a result, her subjects were some of the first paintings by an African-American artist to extend beyond the realm of portraiture. Jones was influenced by the Harlem Renaissance movement and her countless international trips. Lois Mailou Jones' career was enduring and complex. Her work in designs, paintings, illustrations, and academia made her an exceptional artist that continues to receive national attention and research.\n""]"
1515,Nabil Nahas,Nabil Nahas,/wiki/File:Question_book-new.svg,"['Nabil Nahas (born 18 September 1949 in Beirut, Lebanon) is a Lebanese artist and painter living in New York. \n']"
1516,Nicolas De Stael,Nicolas De Stael,/wiki/File:Wiktionary-logo-v2.svg,['Other reasons this message may be displayed:\n']
1517,David Burliuk,David Burliuk,/wiki/File:David_Burliuk_1914.jpg,"['David Davidovich Burliuk (Ukrainian: Дави́д Дави́дович Бурлю́к; 21 July 1882 – 15 January 1967) was a Ukrainian Futurist, Neo-Primitivist, book illustrator, publicist, and author associated with Russian Futurism. Burliuk is often described as ""the father of Russian Futurism.""\n']"
1518,Grace Hartigan,Grace Hartigan,"/wiki/File:Portrait_of_Grace_Hartigan_in_Life_Magazine,_May_13,_1957.jpg","['Grace Hartigan (March 28, 1922 – November 15, 2008) was a second-generation American Abstract Expressionist painter and a member of the New York School.[1]\n', ""Paintings from the Old Masters: In the early 1950s Grace Hartigan began painting figuratively from old master paintings. Clement Greenberg, an influential art critic in New York during the mid 20th century, enthusiastically supported Hartigan's Abstract Expressionist works, but opposed her painting figuratively. This discord resulted in her break from Greenberg. Painting from the old masters fostered Hartigan's growth in depicting space, light, form, and structure. Some examples of these paintings are Hartigan's River Bathers (1953), Knight, Death, and Devil (1952), and The Tribute Money (after Rubens) (1952), working after Matisse, Durer, and Rubens, respectively.\n"", ""Memorials: Over the course of her career, Hartigan painted abstract compositions commemorating the deaths of friends and family members, including Martha Jackson, Franz Kline, Frank O'Hara, her father, and Winston Price.\n"", ""Autobiography: Autobiography is present in all of Grace Hartigan's work, but it took on a more central role in the 1970s.\n""]"
1519,Robert Swain,Robert Swain,/wiki/File:Disambig_gray.svg,['Robert Swain may refer to:\n']
1520,Sanford Wurmfeld,Sanford Wurmfeld,/wiki/File:Wiktionary-logo-v2.svg,['Other reasons this message may be displayed:\n']
1521,Karl Schrag,Karl Schrag,/wiki/File:Wiktionary-logo-v2.svg,['Other reasons this message may be displayed:\n']
1522,Jean Helion,Jean Hélion,unfound,"['Jean Hélion (April 21, 1904\xa0– October 27, 1987) was a French painter whose abstract work of the 1930s established him as a leading modernist. His midcareer rejection of abstraction was followed by nearly five decades as a figurative painter.  He was also the author of several books and an extensive body of critical writing.\n']"
1523,C K Chatterton,C K Chatterton,/wiki/File:Wiktionary-logo-v2.svg,['Other reasons this message may be displayed:\n']
1524,Yvonne Jacquette,Yvonne Jacquette,"/wiki/File:Yvonne_Jacquette,_Empire_State_Building_II,_2009.jpg","['Yvonne Jacquette (born 1934 in Pittsburgh, Pennsylvania) is an American painter and printmaker known in particular for her depictions of aerial landscapes, especially her low-altitude and oblique aerial views of cities or towns, often painted using a distinctive, pointillistic technique.[1] She is currently represented by DC Moore Gallery, New York.[2]\n']"
1525,Jackson Pollock,Jackson Pollock,/wiki/File:Namuth_-_Pollock.jpg,"['Paul Jackson Pollock (/ˈpɒlək/; January 28, 1912 – August 11, 1956) was an American painter and a major figure in the abstract expressionist movement.\n']"
1526,Rex Lau,Rex Lau,/wiki/File:Wiktionary-logo-v2.svg,['Other reasons this message may be displayed:\n']
1527,Man Ray,Man Ray,/wiki/File:Man_Ray_1934.jpg,"['Man Ray (born Emmanuel Radnitzky; August 27, 1890\xa0– November 18, 1976) was an American visual artist who spent most of his career in Paris. He was a significant contributor to the Dada and Surrealist movements, although his ties to each were informal. He produced major works in a variety of media but considered himself a painter above all. He was best known for his photography, and he was a renowned fashion and portrait photographer. Man Ray is also noted for his work with photograms, which he called ""rayographs"" in reference to himself.[1]\n']"
